Chydorus Sphaericus;Chydorus arcticus;Chydorus coelatus;Chydorus lynceus;Chydorus mutilus;Lynceus sphaericus;Monoculus infusorius
Tetrastichus Ilithyia;Cirrospilus ilithyia
